Department,Work Group,Asset Name,Total Count,Count,Rejects,Total Downtime,Fault Count,MTTR,MTBF,Total Uptime,Total Time,Total Breaks,Total Working Time,Production Goal,Production Rate,Planned Rate,Product,Productivity OEE,Availability OEE,Quality OEE,OEE,Shift Number,Start Date,End Date,ScheduleID
100D,Ensamble 100D,Bench 100D,119,119,0,65,27,2,20,475,540,0,475,0,15.03,20,0,0,0.87962963,1,0,2,1/17/2024,1/18/2024,54536
100D,Ensamble 100D,Bench 100D,119,119,0,59,88,0,6,541,600,0,541,0,13.2,20,0,0,0.901666667,1,0,1,1/18/2024,1/18/2024,54521
100D,Ensamble 100D,Bench 100D,75,75,0,29,31,0,17,511,540,0,511,0,8.81,20,0,0,0.946296296,1,0,2,1/18/2024,1/19/2024,54537
100D,Ensamble 100D,Bench 100D,79,79,0,6,30,0,16,474,480,0,474,0,10,20,0,0,0.9875,1,0,1,1/19/2024,1/19/2024,54522
100D,Ensamble 100D,Bench 100D,71,71,0,33,23,1,15,327,360,0,327,0,13.03,20,0,0,0.908333333,1,0,2,1/19/2024,1/19/2024,54540
100D,Ensamble 100D,Bench 100D,108,108,0,57,52,1,11,543,600,0,543,0,11.93,20,0,0,0.905,1,0,1,1/22/2024,1/22/2024,54572
100D,Ensamble 100D,Bench 100D,143,143,0,44,55,0,9,496,540,0,496,1430,17.3,158.89,54,0.10887,0.918518519,1,0.099999111,2,1/22/2024,1/23/2024,54576
100D,Ensamble 100D,Bench 100D,95,95,0,27,32,0,18,573,600,0,573,0,9.95,20,0,0,0.955,1,0,1,1/23/2024,1/23/2024,54573
100D,Ensamble 100D,Bench 100D,102,102,0,67,68,0,7,473,540,0,473,0,12.94,20,0,0,0.875925926,1,0,2,1/23/2024,1/24/2024,54577
100D,Ensamble 100D,Bench 100D,104,104,0,131,62,2,9,469,600,0,469,0,13.3,20,0,0,0.781666667,1,0,1,1/24/2024,1/24/2024,54574
100D,Ensamble 100D,Bench 100D,95,95,0,42,75,0,7,498,540,0,498,0,11.45,20,0,0,0.922222222,1,0,2,1/24/2024,1/25/2024,54578
100D,Ensamble 100D,Bench 100D,53,53,0,60,44,1,13,540,600,0,540,0,5.89,20,0,0,0.9,1,0,1,1/25/2024,1/25/2024,54575
100D,Ensamble 100D,Bench 100D,81,81,0,25,76,0,7,515,540,0,515,0,9.44,20,0,0,0.953703704,1,0,2,1/25/2024,1/26/2024,54579
100D,Ensamble 100D,Bench 100D,110,110,0,90,106,0,5,510,600,0,510,0,12.94,20,0,0,0.85,1,0,1,1/29/2024,1/29/2024,54621
100D,Ensamble 100D,Bench 100D,88,88,0,53,70,0,7,487,540,0,487,0,10.84,20,0,0,0.901851852,1,0,2,1/29/2024,1/30/2024,54624
100D,Ensamble 100D,Bench 100D,143,143,0,27,82,0,7,573,600,0,573,0,14.97,20,0,0,0.955,1,0,1,1/30/2024,1/30/2024,54622
100D,Ensamble 100D,Bench 100D,109,109,0,49,52,0,10,491,540,0,491,0,13.32,20,0,0,0.909259259,1,0,2,1/30/2024,1/31/2024,54625
100D,Ensamble 100D,Bench 100D,119,119,0,31,116,0,5,569,600,0,569,0,12.55,20,0,0,0.948333333,1,0,1,1/31/2024,1/31/2024,54623
100D,Ensamble 100D,Bench 100D,119,119,0,30,73,0,7,510,540,0,510,0,14,20,0,0,0.944444444,1,0,2,1/31/2024,2/1/2024,54626
100D,Ensamble 100D,Bench 100D,134,134,0,29,96,0,6,571,600,0,571,0,14.08,20,0,0,0.951666667,1,0,1,2/1/2024,2/1/2024,54642
100D,Ensamble 100D,Bench 100D,105,105,0,50,58,0,9,490,540,0,490,0,12.86,20,0,0,0.907407407,1,0,2,2/1/2024,2/2/2024,54643
100D,Ensamble 100D,Bench 100D,160,160,0,30,93,0,6,570,600,0,570,0,16.84,20,0,0,0.95,1,0,1,2/6/2024,2/6/2024,58471
100D,Ensamble 100D,Bench 100D,133,133,0,26,33,0,16,514,540,0,514,0,15.53,20,0,0,0.951851852,1,0,1,2/6/2024,2/7/2024,58474
100D,Ensamble 100D,Bench 100D,140,140,0,44,125,0,4,556,600,0,556,0,15.11,20,0,0,0.926666667,1,0,1,2/7/2024,2/7/2024,58472
100D,Ensamble 100D,Bench 100D,120,120,0,9,44,0,12,531,540,0,531,0,13.56,20,0,0,0.983333333,1,0,1,2/7/2024,2/8/2024,58475
100D,Ensamble 100D,Bench 100D,135,135,0,26,182,0,3,574,600,0,574,0,14.11,20,0,0,0.956666667,1,0,1,2/8/2024,2/8/2024,58473
100D,Ensamble 100D,Bench 100D,95,95,0,77,69,1,7,463,540,0,463,0,12.31,20,0,0,0.857407407,1,0,1,2/8/2024,2/9/2024,58476
100D,Ensamble 100D,Bench 100D,88,88,0,13,70,0,6,467,480,0,467,0,11.31,20,0,0,0.972916667,1,0,1,2/9/2024,2/9/2024,58549
100D,Ensamble 100D,Bench 100D,73,73,0,9,25,0,14,351,360,0,351,0,12.48,20,0,0,0.975,1,0,2,2/9/2024,2/9/2024,58550
100D,Ensamble 100D,Bench 100D,108,108,0,58,96,0,6,542,600,0,542,0,11.96,20,0,0,0.903333333,1,0,1,2/12/2024,2/12/2024,58551
100D,Ensamble 100D,Bench 100D,90,90,0,26,80,0,6,514,540,0,514,0,10.51,20,0,0,0.951851852,1,0,2,2/12/2024,2/13/2024,58556
100D,Ensamble 100D,Bench 100D,124,124,0,26,59,0,10,574,600,0,574,0,12.96,20,0,0,0.956666667,1,0,1,2/13/2024,2/13/2024,58552
100D,Ensamble 100D,Bench 100D,106,106,0,10,52,0,10,530,540,0,530,0,12,20,0,0,0.981481481,1,0,2,2/13/2024,2/14/2024,58557
100D,Ensamble 100D,Bench 100D,104,104,0,50,110,0,5,550,600,0,550,0,11.35,20,0,0,0.916666667,1,0,1,2/14/2024,2/14/2024,58553
100D,Ensamble 100D,Bench 100D,110,110,0,39,96,0,5,501,540,0,501,0,13.17,20,0,0,0.927777778,1,0,2,2/14/2024,2/15/2024,58558
100D,Ensamble 100D,Bench 100D,123,123,0,42,55,0,10,558,600,0,558,0,13.23,20,0,0,0.93,1,0,1,2/15/2024,2/15/2024,58554
100D,Ensamble 100D,Bench 100D,132,132,0,21,78,0,6,519,540,0,519,0,15.26,20,0,0,0.961111111,1,0,2,2/15/2024,2/16/2024,58559
100D,Ensamble 100D,Bench 100D,82,82,0,40,49,0,9,440,480,0,440,0,11.18,20,0,0,0.916666667,1,0,1,2/16/2024,2/16/2024,58555
100D,Ensamble 100D,Bench 100D,83,83,0,24,62,0,5,336,360,0,336,0,14.82,20,0,0,0.933333333,1,0,2,2/16/2024,2/16/2024,58560
100D,Ensamble 100D,Bench 100D,136,136,0,26,74,0,8,574,600,0,574,0,14.22,20,0,0,0.956666667,1,0,1,2/19/2024,2/19/2024,58561
100D,Ensamble 100D,Bench 100D,150,150,0,15,58,0,9,525,540,0,525,0,17.14,20,0,0,0.972222222,1,0,2,2/19/2024,2/20/2024,58567
100D,Ensamble 100D,Bench 100D,131,131,0,33,67,0,8,567,600,0,567,0,13.86,20,0,0,0.945,1,0,1,2/20/2024,2/20/2024,58562
100D,Ensamble 100D,Bench 100D,108,108,0,33,53,0,10,507,540,0,507,0,12.78,20,0,0,0.938888889,1,0,2,2/20/2024,2/21/2024,58568
100D,Ensamble 100D,Bench 100D,119,119,0,47,43,1,13,553,600,0,553,0,12.91,20,0,0,0.921666667,1,0,1,2/21/2024,2/21/2024,58563
100D,Ensamble 100D,Bench 100D,91,91,0,51,52,0,10,489,540,0,489,0,11.17,20,0,0,0.905555556,1,0,2,2/21/2024,2/22/2024,58569
100D,Ensamble 100D,Bench 100D,151,151,0,6,33,0,18,594,600,0,594,0,15.25,20,0,0,0.99,1,0,1,2/22/2024,2/22/2024,58564
100D,Ensamble 100D,Bench 100D,111,111,0,18,65,0,8,522,540,0,522,0,12.76,20,0,0,0.966666667,1,0,2,2/22/2024,2/23/2024,58570
100D,Ensamble 100D,Bench 100D,58,58,0,21,31,0,15,459,480,0,459,0,7.58,20,0,0,0.95625,1,0,2,2/23/2024,2/23/2024,58565
100D,Ensamble 100D,Bench 100D,56,56,0,14,82,0,4,346,360,0,346,0,9.71,20,0,0,0.961111111,1,0,2,2/23/2024,2/23/2024,58566
100D,Ensamble 100D,Bench 100D,126,126,0,16,70,0,8,584,600,0,584,0,12.95,20,0,0,0.973333333,1,0,1,2/26/2024,2/26/2024,58628
100D,Ensamble 100D,Bench 100D,140,140,0,13,60,0,9,527,540,0,527,0,15.94,20,0,0,0.975925926,1,0,2,2/26/2024,2/27/2024,58629
100D,Ensamble 100D,Bench 100D,137,137,0,24,84,0,7,576,600,0,576,0,14.27,20,0,0,0.96,1,0,1,2/27/2024,2/27/2024,58631
100D,Ensamble 100D,Bench 100D,65,65,0,26,58,0,9,514,540,0,514,0,7.59,20,0,0,0.951851852,1,0,2,2/27/2024,2/28/2024,58630
100D,Ensamble 100D,Bench 100D,127,127,0,36,60,0,10,564,600,0,564,0,13.51,20,0,0,0.94,1,0,1,2/28/2024,2/28/2024,58633
100D,Ensamble 100D,Bench 100D,164,164,0,61,113,0,7,779,840,0,779,0,12.63,20,0,0,0.927380952,1,0,2,2/28/2024,2/29/2024,58632
100D,Ensamble 100D,Bench 100D,90,90,0,120,115,1,5,480,600,0,480,0,11.25,20,0,0,0.8,1,0,1,2/29/2024,2/29/2024,58635
100D,Ensamble 100D,Bench 100D,124,124,0,34,70,0,12,806,840,0,806,0,9.23,20,0,0,0.95952381,1,0,2,2/29/2024,3/1/2024,58634
100D,Ensamble 100D,Bench 100D,50,50,0,14,51,0,9,466,480,0,466,0,6.44,20,0,0,0.970833333,1,0,1,3/1/2024,3/1/2024,58636
100D,Ensamble 100D,Bench 100D,24,24,0,18,71,0,5,342,360,0,342,0,4.21,20,0,0,0.95,1,0,2,3/1/2024,3/1/2024,58637
100D,Ensamble 100D,Bench 100D,78,78,0,43,68,0,7,437,480,0,437,0,10.71,20,0,0,0.910416667,1,0,1,3/2/2024,3/2/2024,59100
100D,Ensamble 100D,Bench 100D,111,111,0,31,49,0,12,569,600,0,569,0,11.7,20,0,0,0.948333333,1,0,1,3/4/2024,3/4/2024,58677
100D,Ensamble 100D,Bench 100D,135,135,0,36,95,0,5,504,540,0,504,0,16.07,20,0,0,0.933333333,1,0,2,3/4/2024,3/5/2024,58678
100D,Ensamble 100D,Bench 100D,111,111,0,38,68,0,8,562,600,0,562,0,11.85,20,0,0,0.936666667,1,0,1,3/5/2024,3/5/2024,58680
100D,Ensamble 100D,Bench 100D,181,181,0,75,121,0,6,765,840,0,765,0,14.2,20,0,0,0.910714286,1,0,2,3/5/2024,3/6/2024,58679
100D,Ensamble 100D,Bench 100D,141,141,0,39,58,0,10,561,600,0,561,0,15.08,20,0,0,0.935,1,0,1,3/6/2024,3/6/2024,58682
100D,Ensamble 100D,Bench 100D,157,157,0,18,70,0,7,522,540,0,522,0,18.05,20,0,0,0.966666667,1,0,2,3/6/2024,3/7/2024,58681
100D,Ensamble 100D,Bench 100D,107,107,0,8,44,0,13,592,600,0,592,0,10.84,20,0,0,0.986666667,1,0,1,3/7/2024,3/7/2024,58684
100D,Ensamble 100D,Bench 100D,101,101,0,59,88,0,6,481,540,0,481,0,12.6,20,0,0,0.890740741,1,0,2,3/7/2024,3/8/2024,58683
100D,Ensamble 100D,Bench 100D,67,67,0,36,51,0,9,444,480,0,444,0,9.05,20,0,0,0.925,1,0,1,3/8/2024,3/8/2024,58907
100D,Ensamble 100D,Bench 100D,185,185,0,94,73,1,13,866,960,0,866,0,12.82,20,0,0,0.902083333,1,0,2,3/8/2024,3/9/2024,58908
100D,Ensamble 100D,Bench 100D,103,103,0,10,36,0,14,500,510,0,500,0,12.36,20,0,0,0.980392157,1,0,1,3/9/2024,3/9/2024,59099
100D,Ensamble 100D,Bench 100D,116,116,0,25,48,0,12,575,600,0,575,0,12.1,20,0,0,0.958333333,1,0,1,3/11/2024,3/11/2024,58742
100D,Ensamble 100D,Bench 100D,53,53,0,248,30,8,18,292,540,0,292,0,10.89,20,0,0,0.540740741,1,0,1,3/11/2024,3/12/2024,58743
100D,Ensamble 100D,Bench 100D,123,123,0,49,48,1,12,551,600,0,551,0,13.39,20,0,0,0.918333333,1,0,1,3/12/2024,3/12/2024,58745
100D,Ensamble 100D,Bench 100D,79,79,0,33,61,0,8,507,540,0,507,0,9.35,20,0,0,0.938888889,1,0,1,3/12/2024,3/13/2024,58744
100D,Ensamble 100D,Bench 100D,121,121,0,138,61,2,9,462,600,0,462,0,15.71,20,0,0,0.77,1,0,1,3/13/2024,3/13/2024,58747
100D,Ensamble 100D,Bench 100D,163,163,0,32,64,0,13,808,840,0,808,0,12.1,20,0,0,0.961904762,1,0,1,3/13/2024,3/14/2024,58746
100D,Ensamble 100D,Bench 100D,160,160,0,17,62,0,9,583,600,0,583,0,16.47,20,0,0,0.971666667,1,0,1,3/14/2024,3/14/2024,58749
100D,Ensamble 100D,Bench 100D,122,122,0,57,43,1,12,483,540,0,483,0,15.16,20,0,0,0.894444444,1,0,1,3/14/2024,3/15/2024,58748
100D,Ensamble 100D,Bench 100D,56,56,0,37,89,0,5,443,480,0,443,0,7.58,20,0,0,0.922916667,1,0,1,3/15/2024,3/15/2024,58750
100D,Ensamble 100D,Bench 100D,47,47,0,6,30,0,12,354,360,0,354,0,7.97,20,0,0,0.983333333,1,0,2,3/15/2024,3/15/2024,58751
100D,Ensamble 100D,Bench 100D,80,80,0,33,53,0,9,447,480,0,447,0,10.74,20,0,0,0.93125,1,0,1,3/16/2024,3/16/2024,59098
100D,Ensamble 100D,Bench 100D,91,91,0,102,51,2,11,498,600,0,498,0,10.96,20,0,0,0.83,1,0,1,3/19/2024,3/19/2024,58832
100D,Ensamble 100D,Bench 100D,96,96,0,23,59,0,9,517,540,0,517,0,11.14,20,0,0,0.957407407,1,0,2,3/19/2024,3/20/2024,58833
100D,Ensamble 100D,Bench 100D,144,144,0,14,63,0,9,586,600,0,586,0,14.74,20,0,0,0.976666667,1,0,1,3/20/2024,3/20/2024,58835
100D,Ensamble 100D,Bench 100D,80,80,0,48,92,0,5,492,540,0,492,0,9.76,20,0,0,0.911111111,1,0,2,3/20/2024,3/21/2024,58834
100D,Ensamble 100D,Bench 100D,94,94,0,41,24,1,25,559,600,0,559,0,10.09,20,0,0,0.931666667,1,0,1,3/21/2024,3/21/2024,58837
100D,Ensamble 100D,Bench 100D,87,87,0,75,59,1,9,465,540,0,465,0,11.23,20,0,0,0.861111111,1,0,2,3/21/2024,3/22/2024,58836
100D,Ensamble 100D,Bench 100D,55,55,0,22,25,0,19,458,480,0,458,0,7.21,20,0,0,0.954166667,1,0,1,3/22/2024,3/22/2024,58838
100D,Ensamble 100D,Bench 100D,72,72,0,36,28,1,12,324,360,0,324,0,13.33,20,0,0,0.9,1,0,2,3/22/2024,3/22/2024,58839
100D,Ensamble 100D,Bench 100D,71,71,0,23,55,0,9,487,510,0,487,0,8.75,20,0,0,0.954901961,1,0,1,4/1/2024,4/1/2024,58865
100D,Ensamble 100D,Bench 100D,89,89,0,20,45,0,10,460,480,0,460,0,11.61,20,0,0,0.958333333,1,0,2,4/1/2024,4/1/2024,58866
100D,Ensamble 100D,Bench 100D,87,87,0,2,19,0,23,448,450,0,448,0,11.65,20,0,0,0.995555556,1,0,3,4/1/2024,4/2/2024,58867
100D,Ensamble 100D,Bench 100D,124,124,0,54,59,0,8,456,510,0,456,0,16.32,20,0,0,0.894117647,1,0,1,4/2/2024,4/2/2024,58868
100D,Ensamble 100D,Bench 100D,99,99,0,16,60,0,8,464,480,0,464,0,12.8,20,0,0,0.966666667,1,0,2,4/2/2024,4/2/2024,58869
100D,Ensamble 100D,Bench 100D,88,88,0,8,48,0,9,442,450,0,442,282,11.95,37.61,140.4,0.317647,0.982222222,1,0.311999942,3,4/2/2024,4/3/2024,58870
100D,Ensamble 100D,Bench 100D,96,96,0,24,73,0,6,486,510,0,486,2267,11.85,266.67,21.6,0.044444,0.952941176,1,0.042352518,1,4/3/2024,4/3/2024,58871
100D,Ensamble 100D,Bench 100D,97,97,0,15,70,0,6,465,480,0,465,0,12.52,20,0,0,0.96875,1,0,2,4/3/2024,4/3/2024,58872
100D,Ensamble 100D,Bench 100D,95,95,0,14,77,0,5,436,450,0,436,0,13.07,20,0,0,0.968888889,1,0,3,4/3/2024,4/4/2024,58873
100D,Ensamble 100D,Bench 100D,111,111,0,10,50,0,10,500,510,0,500,0,13.32,20,0,0,0.980392157,1,0,1,4/4/2024,4/4/2024,58874
100D,Ensamble 100D,Bench 100D,113,113,0,24,39,0,12,456,480,0,456,0,14.87,20,0,0,0.95,1,0,2,4/4/2024,4/4/2024,58875
100D,Ensamble 100D,Bench 100D,119,119,0,10,21,0,21,440,450,0,440,0,16.23,20,0,0,0.977777778,1,0,3,4/4/2024,4/5/2024,58876
100D,Ensamble 100D,Bench 100D,104,104,0,6,40,0,12,504,510,0,504,0,12.38,20,0,0,0.988235294,1,0,1,4/5/2024,4/5/2024,58877
100D,Ensamble 100D,Bench 100D,79,79,0,15,45,0,10,465,480,0,465,0,10.19,20,0,0,0.96875,1,0,2,4/5/2024,4/5/2024,58878
100D,Ensamble 100D,Bench 100D,87,87,0,2,32,0,14,448,450,0,448,0,11.65,20,0,0,0.995555556,1,0,3,4/5/2024,4/6/2024,58879
100D,Ensamble 100D,Bench 100D,99,99,0,20,31,0,16,490,510,0,490,0,12.12,20,0,0,0.960784314,1,0,1,4/6/2024,4/6/2024,58880
100D,Ensamble 100D,Bench 100D,42,42,0,17,63,0,7,433,450,0,433,0,5.82,20,0,0,0.962222222,1,0,3,4/7/2024,4/8/2024,58927
100D,Ensamble 100D,Bench 100D,91,91,0,25,61,0,8,485,510,0,485,0,11.26,20,0,0,0.950980392,1,0,1,4/8/2024,4/8/2024,58928
100D,Ensamble 100D,Bench 100D,109,109,0,42,37,1,12,438,480,0,438,0,14.93,20,0,0,0.9125,1,0,2,4/8/2024,4/8/2024,58929
100D,Ensamble 100D,Bench 100D,120,120,0,14,57,0,7,436,450,0,436,0,16.51,20,0,0,0.968888889,1,0,3,4/8/2024,4/9/2024,58930
100D,Ensamble 100D,Bench 100D,121,121,0,29,34,0,15,481,510,0,481,0,15.09,20,0,0,0.943137255,1,0,1,4/9/2024,4/9/2024,58932
100D,Ensamble 100D,Bench 100D,103,103,0,2,24,0,20,478,480,0,478,0,12.93,20,0,0,0.995833333,1,0,2,4/9/2024,4/9/2024,58933
100D,Ensamble 100D,Bench 100D,86,86,0,22,62,0,7,428,450,0,428,0,12.06,20,0,0,0.951111111,1,0,3,4/9/2024,4/10/2024,58931
100D,Ensamble 100D,Bench 100D,119,119,0,44,60,0,8,466,510,0,466,0,15.32,20,0,0,0.91372549,1,0,1,4/10/2024,4/10/2024,58935
100D,Ensamble 100D,Bench 100D,112,112,0,6,21,0,22,474,480,0,474,0,14.18,20,0,0,0.9875,1,0,2,4/10/2024,4/10/2024,58936
100D,Ensamble 100D,Bench 100D,114,114,0,7,36,0,12,443,450,0,443,0,15.44,20,0,0,0.984444444,1,0,3,4/10/2024,4/11/2024,58934
100D,Ensamble 100D,Bench 100D,120,120,0,10,55,0,9,500,510,0,500,0,14.4,20,0,0,0.980392157,1,0,1,4/11/2024,4/11/2024,58938
100D,Ensamble 100D,Bench 100D,88,88,0,63,36,1,13,417,480,0,417,0,12.66,20,0,0,0.86875,1,0,2,4/11/2024,4/11/2024,58939
100D,Ensamble 100D,Bench 100D,84,84,0,16,44,0,10,434,450,0,434,0,11.61,20,0,0,0.964444444,1,0,3,4/11/2024,4/12/2024,58937
100D,Ensamble 100D,Bench 100D,92,92,0,12,53,0,9,498,510,0,498,0,11.08,20,0,0,0.976470588,1,0,1,4/12/2024,4/12/2024,58941
100D,Ensamble 100D,Bench 100D,83,83,0,16,50,0,9,464,480,0,464,0,10.73,20,0,0,0.966666667,1,0,2,4/12/2024,4/12/2024,58942
100D,Ensamble 100D,Bench 100D,113,113,0,5,42,0,10,445,450,0,445,0,15.24,20,0,0,0.988888889,1,0,3,4/12/2024,4/13/2024,58940
100D,Ensamble 100D,Bench 100D,112,112,0,35,25,1,20,475,510,0,475,0,14.15,20,0,0,0.931372549,1,0,1,4/13/2024,4/13/2024,58943
100D,Ensamble 100D,Bench 100D,99,99,0,15,30,0,15,435,450,0,435,0,13.66,20,0,0,0.966666667,1,0,3,4/14/2024,4/15/2024,58974
100D,Ensamble 100D,Bench 100D,69,69,0,15,35,0,14,495,510,0,495,0,8.36,20,0,0,0.970588235,1,0,1,4/15/2024,4/15/2024,58975
100D,Ensamble 100D,Bench 100D,136,136,0,27,30,0,16,453,480,0,453,0,18.01,20,0,0,0.94375,1,0,2,4/15/2024,4/15/2024,58976
100D,Ensamble 100D,Bench 100D,118,118,0,6,28,0,16,444,450,0,444,0,15.95,20,0,0,0.986666667,1,0,3,4/15/2024,4/16/2024,58977
100D,Ensamble 100D,Bench 100D,97,97,0,19,48,0,10,491,510,0,491,0,11.85,20,0,0,0.962745098,1,0,1,4/16/2024,4/16/2024,58978
100D,Ensamble 100D,Bench 100D,120,120,0,17,33,0,14,463,480,0,463,0,15.55,20,0,0,0.964583333,1,0,2,4/16/2024,4/16/2024,58979
100D,Ensamble 100D,Bench 100D,120,120,0,1,15,0,30,449,450,0,449,0,16.04,20,0,0,0.997777778,1,0,3,4/16/2024,4/17/2024,58980
100D,Ensamble 100D,Bench 100D,118,118,0,11,34,0,15,499,510,0,499,0,14.19,20,0,0,0.978431373,1,0,1,4/17/2024,4/17/2024,58981
100D,Ensamble 100D,Bench 100D,102,102,0,17,42,0,11,463,480,0,463,0,13.22,20,0,0,0.964583333,1,0,2,4/17/2024,4/17/2024,58982
100D,Ensamble 100D,Bench 100D,72,72,0,109,57,1,7,341,450,0,341,0,12.67,20,0,0,0.757777778,1,0,3,4/17/2024,4/18/2024,58983
100D,Ensamble 100D,Bench 100D,78,78,0,11,38,0,13,499,510,0,499,0,9.38,20,0,0,0.978431373,1,0,1,4/18/2024,4/18/2024,58984
100D,Ensamble 100D,Bench 100D,100,100,0,24,32,0,15,456,480,0,456,0,13.16,20,0,0,0.95,1,0,2,4/18/2024,4/18/2024,58985
100D,Ensamble 100D,Bench 100D,120,120,0,13,50,0,9,437,450,0,437,0,16.48,20,0,0,0.971111111,1,0,3,4/18/2024,4/19/2024,58986
100D,Ensamble 100D,Bench 100D,74,74,0,56,72,0,7,454,510,0,454,0,9.78,20,0,0,0.890196078,1,0,1,4/19/2024,4/19/2024,58987
100D,Ensamble 100D,Bench 100D,113,113,0,3,39,0,12,477,480,0,477,0,14.21,20,0,0,0.99375,1,0,2,4/19/2024,4/19/2024,58988
100D,Ensamble 100D,Bench 100D,120,120,0,13,26,0,17,437,450,0,437,0,16.48,20,0,0,0.971111111,1,0,3,4/19/2024,4/20/2024,58989
100D,Ensamble 100D,Bench 100D,120,120,0,7,34,0,15,503,510,0,503,0,14.31,20,0,0,0.98627451,1,0,1,4/20/2024,4/20/2024,58990
100D,Ensamble 100D,Bench 100D,102,102,0,13,38,0,11,437,450,0,437,0,14,20,0,0,0.971111111,1,0,3,4/21/2024,4/22/2024,59015
100D,Ensamble 100D,Bench 100D,110,110,0,19,23,0,22,491,510,0,491,0,13.44,20,0,0,0.962745098,1,0,1,4/22/2024,4/22/2024,59016
100D,Ensamble 100D,Bench 100D,93,93,0,18,38,0,12,462,480,0,462,0,12.08,20,0,0,0.9625,1,0,2,4/22/2024,4/22/2024,59017
100D,Ensamble 100D,Bench 100D,110,110,0,5,45,0,10,445,450,0,445,0,14.83,20,0,0,0.988888889,1,0,3,4/22/2024,4/23/2024,59018
100D,Ensamble 100D,Bench 100D,104,104,0,8,29,0,17,502,510,0,502,0,12.43,20,0,0,0.984313725,1,0,1,4/23/2024,4/23/2024,59019
100D,Ensamble 100D,Bench 100D,137,137,0,10,32,0,15,470,480,0,470,0,17.49,20,0,0,0.979166667,1,0,2,4/23/2024,4/23/2024,59020
100D,Ensamble 100D,Bench 100D,109,109,0,59,61,0,7,391,450,0,391,0,16.73,20,0,0,0.868888889,1,0,3,4/23/2024,4/24/2024,59021
100D,Ensamble 100D,Bench 100D,107,107,0,40,56,0,9,470,510,0,470,0,13.66,20,0,0,0.921568627,1,0,1,4/24/2024,4/24/2024,59022
100D,Ensamble 100D,Bench 100D,69,69,0,30,58,0,8,450,480,0,450,0,9.2,20,0,0,0.9375,1,0,2,4/24/2024,4/24/2024,59023
100D,Ensamble 100D,Bench 100D,120,120,0,43,32,1,14,407,450,0,407,0,17.69,20,0,0,0.904444444,1,0,3,4/24/2024,4/25/2024,59024
100D,Ensamble 100D,Bench 100D,121,121,0,65,70,0,7,445,510,0,445,0,16.31,20,0,0,0.87254902,1,0,1,4/25/2024,4/25/2024,59025
100D,Ensamble 100D,Bench 100D,120,120,0,4,38,0,12,476,480,0,476,0,15.13,20,0,0,0.991666667,1,0,2,4/25/2024,4/25/2024,59026
100D,Ensamble 100D,Bench 100D,120,120,0,41,46,0,9,409,450,0,409,0,17.6,20,0,0,0.908888889,1,0,3,4/25/2024,4/26/2024,59027
100D,Ensamble 100D,Bench 100D,107,107,0,43,91,0,5,467,510,0,467,0,13.75,20,0,0,0.915686275,1,0,1,4/26/2024,4/26/2024,59028
100D,Ensamble 100D,Bench 100D,97,97,0,11,62,0,7,469,480,0,469,0,12.41,20,0,0,0.977083333,1,0,2,4/26/2024,4/26/2024,59029
100D,Ensamble 100D,Bench 100D,115,115,0,3,36,0,12,447,450,0,447,0,15.44,20,0,0,0.993333333,1,0,3,4/26/2024,4/27/2024,59030
100D,Ensamble 100D,Bench 100D,116,116,0,71,55,1,9,439,510,0,439,0,15.85,20,0,0,0.860784314,1,0,1,4/27/2024,4/27/2024,59031
100D,Ensamble 100D,Bench 100D,104,104,0,11,46,0,9,439,450,0,439,0,14.21,20,0,0,0.975555556,1,0,3,4/28/2024,4/29/2024,59117
100D,Ensamble 100D,Bench 100D,72,72,0,40,61,0,8,470,510,0,470,0,9.19,20,0,0,0.921568627,1,0,1,4/29/2024,4/29/2024,59102
100D,Ensamble 100D,Bench 100D,93,93,0,31,21,1,22,449,480,0,449,0,12.43,20,0,0,0.935416667,1,0,2,4/29/2024,4/29/2024,59103
100D,Ensamble 100D,Bench 100D,130,130,0,46,43,1,10,404,450,0,404,0,19.31,20,0,0,0.897777778,1,0,3,4/29/2024,4/30/2024,59104
100D,Ensamble 100D,Bench 100D,110,110,0,35,64,0,7,475,510,0,475,0,13.89,20,0,0,0.931372549,1,0,1,4/30/2024,4/30/2024,59105
100D,Ensamble 100D,Bench 100D,120,120,0,1,23,0,20,479,480,0,479,0,15.03,20,0,0,0.997916667,1,0,2,4/30/2024,4/30/2024,59106
100D,Ensamble 100D,Bench 100D,117,117,0,10,31,0,14,440,450,0,440,0,15.95,20,0,0,0.977777778,1,0,3,4/30/2024,5/1/2024,59107
100D,Ensamble 100D,Bench 100D,79,79,0,87,70,1,7,423,510,0,423,0,11.21,20,0,0,0.829411765,1,0,1,5/1/2024,5/1/2024,59108
100D,Ensamble 100D,Bench 100D,104,104,0,9,26,0,18,471,480,0,471,0,13.25,20,0,0,0.98125,1,0,2,5/1/2024,5/1/2024,59109
100D,Ensamble 100D,Bench 100D,130,130,0,11,41,0,10,439,450,0,439,0,17.77,20,0,0,0.975555556,1,0,3,5/1/2024,5/2/2024,59110
100D,Ensamble 100D,Bench 100D,132,132,0,11,41,0,10,439,450,0,439,0,18.04,20,0,0,0.975555556,1,0,1,5/2/2024,5/2/2024,59111
100D,Ensamble 100D,Bench 100D,87,87,0,10,55,0,8,470,480,0,470,0,11.11,20,0,0,0.979166667,1,0,2,5/2/2024,5/2/2024,59112
